mittente,destinatario,n_telefonate
7514,33788,2
7514,33789,4
7514,33790,4
7514,33791,24
7514,33792,2
7514,33793,2
7514,33794,2
7514,33795,2
7514,33796,22
7514,33797,2
7514,33798,2
7514,33799,44
7514,33801,2
7514,33802,2
7514,33803,2
7514,33804,42
7514,33805,2
7514,33806,4
7514,33808,108
7514,33809,36
7514,33810,530
7514,33811,18
7514,33813,2
7514,33814,2
7514,33815,4
7514,33816,64
7514,33817,8
7514,33818,26
7514,33819,2
7514,33820,42
7514,33822,2
7514,33823,30
7514,33824,6
7514,33825,8
7514,33826,42
7514,33827,14
7514,33828,4
7514,33829,8
7514,33830,6
7514,33831,6
7514,33832,16
7514,33833,12
7514,33834,4
7514,33836,20
7514,33837,6
7514,33838,2
7514,33839,2
7514,33840,2
7514,33841,46
7514,33842,34
7514,33843,6
7514,33844,2
7514,33845,4
7514,33847,2
7514,33848,24
7514,33849,2
7514,33850,2
7514,33851,2
7514,33852,2
7514,33853,2
7514,33854,2
7514,33855,2
7514,33856,2
7514,33858,6
7514,33859,2
7514,33860,16
7514,33861,26
7514,33862,2
7514,33863,2
7514,33864,2
7514,33865,2
7514,33866,2
7514,33867,2
7514,33868,2
7514,33869,8
7514,33870,2
7514,33872,16
7514,33873,2
7514,33874,12
7514,33875,16
7514,33876,4
7514,33877,18
7514,33878,2
7514,33879,2
7514,33880,2
7514,33881,2
7514,33884,2
7514,33885,14
7514,33886,18
7514,33887,4
7514,33888,4
7514,33889,4
7514,33890,4
7514,33891,2
7514,33892,4
7514,33893,4
7514,33894,2
7514,33895,2
7514,33896,4
7514,33897,2
7514,33898,12
7514,33899,4
7514,33900,10
7514,33901,4
7514,33902,2
7514,33903,2
7514,33904,2
7514,33905,8
7514,33906,6
7514,33907,4
7514,33908,10
7514,33909,6
7514,33910,4
7514,33911,4
7514,33912,8
7514,33913,4
7514,33914,2
7514,33915,2
7514,33916,2
7514,33917,4
7514,33918,4
7514,33919,6
7514,33920,18
7514,33921,6
7514,33922,2
7514,33923,6
7514,33924,12
7514,33925,4
7514,33926,4
7514,33927,2
7514,33928,2
7514,33929,2
7514,33930,2
7514,33931,4
7514,33932,2
7514,33933,4
7514,33934,4
7514,33935,4
7514,33936,2
7514,33937,10
7514,33938,2
7514,33939,4
7514,33940,6
7514,33941,2
7514,33942,4
7514,33943,6
7514,33944,2
7514,33945,2
7514,33946,4
7514,33947,2
7514,33948,2
7514,33949,2
7514,33950,4
7514,33951,2
7514,33952,2
7514,33953,2
7514,33954,4
7514,33955,2
7514,33956,2
7514,33957,2
7514,33958,2
7514,33959,2
7514,33960,8
7514,33961,8
7514,33962,4
7514,33963,2
7514,33964,4
7514,33965,2
7514,33966,6
7514,33967,2
7514,33968,2
7514,33969,6
7514,33970,4
7514,33971,2
7514,33972,2
7514,33973,4
7514,33974,2
7514,33975,4
7514,33976,6
7514,33977,2
7514,33979,2
7514,33980,2
7514,33981,2
7514,33982,2
7514,33983,2
7514,33984,6
7514,33985,2
7514,33986,4
7514,33987,2
7514,33988,2
7514,33989,4
7514,33990,2
7514,33991,4
7514,33992,2
7514,33993,4
7514,33994,4
7514,33995,2
7514,33996,2
7514,33997,2
7514,33998,2
7514,33999,2
7514,34000,8
7514,34001,2
7514,34002,2
7514,34003,4
7514,34004,2
7514,34005,2
7514,34006,2
7514,34007,2
7514,34008,2
7514,34009,2
7514,34010,4
7514,34011,2
7514,34012,2
7514,34013,2
7514,34014,2
7514,34015,4
7514,34016,4
7514,34017,2
7514,34018,2
7514,34019,2
7514,34020,2
7514,34021,2
7514,34022,4
7514,34023,2
7514,34024,2
7514,34025,6
7514,34026,2
7514,34027,2
7514,34028,2
7514,34029,2
7514,34030,2
7514,34031,2
7514,34032,2
7514,34033,6
7514,34034,6
7514,34035,2
7514,34036,2
7514,34037,2
7514,34038,2
7514,34039,2
7514,34040,2
7514,34041,2
7514,34042,2
7514,34043,2
7514,34044,2
7514,34045,2
7514,34046,4
7514,34047,2
7514,34048,2
7514,34049,2
7514,34050,2
7514,34051,4
7514,34052,2
7514,34053,2
7514,34054,2
7514,34055,2
7514,34056,2
7514,34057,2
7514,34058,2
7514,34059,2
7514,34060,2
7514,34061,2
7514,34062,4
7514,34063,4
7514,34064,4
7514,34065,2
7514,34066,2
7514,34067,2
7514,34068,2
7514,34069,2
7514,34070,2
7514,34071,8
7514,34073,10
7514,34074,4
7514,34075,2
7514,34076,2
7514,34077,2
7514,34078,2
7514,34079,2
7514,34080,14
7514,34081,56
7514,34082,52
7514,34083,2
7514,34084,2
7514,34085,2
7514,34086,2
7514,34088,2
7514,35555,2
7514,35621,2
7514,43855,2
7514,43857,464
7514,43859,6
7514,43860,2
7514,43861,22
7514,43862,18
7514,43863,14
7514,43864,2
7514,43865,4
7514,43867,1268
7514,43869,2
7514,43871,22
7514,43872,18
7514,43873,2
7514,43952,3
7514,44735,28
7514,44736,52
7514,44737,8
7514,44738,10
7514,44739,2
7514,44740,6
7514,44741,10
7514,44742,6
7514,44743,4
7514,44746,2
7514,44747,8
7514,44748,4
7514,44749,78
7514,44751,100
7514,44752,10
7514,44753,8
7514,44754,62
7514,44755,2
7514,44756,4
7514,44759,100
7514,44760,92
7514,44761,8
7514,44762,4
7514,44763,2
7514,44764,48
7514,44765,4
7514,44766,2
7514,44767,18
7514,44768,2
7514,44769,10
7514,44771,12
7514,44772,2
7514,44773,10
7514,44774,6
7514,44776,2
7514,44777,8
7514,44778,4
7514,44779,2
7514,44780,2
7514,44781,2
7514,44782,10
7514,44783,8
7514,44784,4
7514,44785,22
7514,44786,4
7514,44787,4
7514,44788,18
7514,44789,16
7514,44790,2
7514,44791,2
7514,44792,2
7514,44794,58
7514,44795,108
7514,44796,32
7514,44797,14
7514,44798,12
7514,45997,1
7514,46357,14
7514,46363,8
7514,46364,1
7514,46365,1
7514,46366,3
7514,46367,3
7514,46368,32
7514,46369,1
7514,52372,2
7514,52373,8
7514,52374,2
7514,52375,2
7514,52376,2
7514,52377,18
7514,52378,20
7514,52379,30
7514,52380,12
7514,52381,8
7514,52382,6
7514,52383,4
7514,52384,2
7514,52385,4
7514,52386,60
7514,52388,24
7514,52389,6
7514,52390,6
7514,52393,2
7514,52394,18
7514,52395,16
7514,52396,2
7514,52397,2
7514,52398,2
7514,52400,2
7514,52401,8
7514,52402,2
7514,52405,6
7514,52406,6
7514,52407,12
7514,52408,4
7514,52409,4
7514,52410,2
7514,52413,2
7514,52414,2
7514,52415,4
7514,52416,32
7514,52418,12
7514,52419,8
7514,52420,32
7514,52421,2
7514,52422,2
7514,52423,2
7514,52424,16
7514,52426,2
7514,52427,2
7514,52428,4
7514,52429,2
7514,52432,2
7514,52433,12
7514,52434,16
7514,52435,2
7514,52436,34
7514,52438,6
7514,52439,6
7514,52442,4
7514,52443,2
7514,52444,4
7514,52446,4
7514,52452,2
7514,52453,28
7514,52454,28
7514,52455,2
7514,52456,2
7514,52458,2
7514,52459,12
7514,52460,2
7514,52461,8
7514,52462,36
7514,52463,6
7514,52464,10
7514,52465,2
7514,52466,6
7514,52468,2
7514,52470,4
7514,52471,8
7514,52472,2
7514,52473,4
7514,52474,2
7514,52475,132
7514,52476,2
7514,52479,16
7514,52481,2
7514,52482,2
7514,52483,8
7514,52484,4
7514,52485,2
7514,52487,2
7514,52488,4
7514,52489,2
7514,52490,2
7514,52492,6
7514,52493,8
7514,52497,4
7514,52498,2
7514,52499,28
7514,52501,2
7514,52502,2
7514,52503,4
7514,52504,4
7514,52505,2
7514,52507,2
7514,52509,6
7514,52510,44
7514,52511,4
7514,52513,2
7514,52514,6
7514,52516,2
7514,52517,4
7514,52519,2
7514,52520,2
7514,52521,2
7514,52522,4
7514,52523,2
7514,52525,4
7514,52526,2
7514,52527,2
7514,52528,4
7514,52529,6
7514,52530,2
7514,52531,8
7515,7514,34
7516,7514,1826
7517,7514,1888
7518,7514,314
7519,7514,3630
7520,7514,376
7522,7514,2
7524,7514,66
7525,7514,4
7526,7514,1876
7528,7514,5
7529,7514,82
7530,7514,18
7532,7514,12
7534,7514,32
7535,7514,56
7536,7514,3
7537,7514,2
7542,7514,46
7545,7514,6
7551,7514,103
7552,7514,4
7554,7514,64
7557,7514,4
7558,7514,4
7559,7514,6
7560,7514,16
7561,7514,570
7562,7514,384
7563,7514,3
7564,7514,2
7566,7514,4
7567,7514,8
7568,7514,12
7570,7514,358
7572,7514,8
7573,7514,106
7575,7514,12
7576,7514,47
7577,7514,4
7578,7514,4
7579,7514,2
7580,7514,10
7581,7514,140
7583,7514,2
7584,7514,71
7585,7514,16
7586,7514,16
7587,7514,2
7588,7514,25
7591,7514,2
7592,7514,4
7594,7514,8
7599,7514,6
7600,7514,34
7601,7514,132
7602,7514,8
7606,7514,8
7607,7514,2
7608,7514,12
7609,7514,2
7610,7514,2
7611,7514,2
7612,7514,10
7614,7514,5
7615,7514,4
7616,228,1
7616,7514,2
7617,7514,12
7618,7514,4
7626,7514,16
7627,7514,6
7628,7514,2
7629,7514,2
7630,7514,2
7631,7514,6
7632,11,6
7632,69,6
7632,7514,6
7633,7514,2
7634,7514,4
7635,7514,8
7637,11,2130
7637,7656,165
7637,33384,36
7638,11,2126
7640,11,146
7641,11,56
7642,11,16
7643,11,16
7645,11,2
7645,33384,2
7646,11,432
7647,11,4
7648,11,86
7649,11,64
7650,11,304
7651,11,4
7651,8229,2
7652,11,2
7653,11,6
7653,8520,2
7654,11,3296
7655,11,116
7656,5,11
7656,11,3341
7656,16,19
7656,18,16
7656,21,21
7656,26,71
7656,1956,13
7656,1988,3
7656,2040,7
7656,2053,87
7656,4786,5
7656,4839,180
7656,7637,262
7656,7657,55
7656,7796,40
7656,7811,86
7656,7881,53
7656,7883,4
7656,7898,124
7656,7902,26
7656,7980,3
7656,7996,215
7656,8022,25
7656,8148,36
7656,8154,87
7656,8155,16
7656,8156,48
7656,8157,160
7656,8158,9
7656,8159,19
7656,8160,2
7656,8161,30
7656,8164,2
7656,8165,393
7656,8167,2
7656,8169,59
7656,8170,26
7656,33386,7
7656,33528,15
7656,37675,23
7656,37718,3
7656,43290,9
7656,43296,3
7656,43298,6
7656,43302,5
7656,43310,14
7656,45581,95
7656,45704,6
7656,45798,33
7656,45800,219
7656,45808,3
7656,45809,5
7656,45810,6
7656,45811,5
7656,45812,6
7656,45813,21
7656,45814,3
7657,11,31
7657,7656,34
7658,11,2
7661,11,12
7662,11,30
7663,11,8
7664,11,46
7665,11,4
7665,1955,4
7666,11,4
7667,11,116
7668,11,2
7669,11,2
7671,7514,6
7672,7514,6
7673,7514,6
7674,7514,68
7675,7514,6
7676,7514,6
7677,7514,6
7678,7514,8
7680,7514,6
7681,7514,6
7682,7514,6
7683,7514,84
7684,7514,36
7686,7514,12
7689,7514,8
7692,7514,4
7693,7514,4
7695,7514,18
7697,1,6
7697,7514,8
7697,8520,4
7699,7514,6
7702,7514,4
7704,7514,4
7706,7514,114
7709,7514,46
7710,7514,14
7713,7514,10
7716,7514,188
7720,68,1
7720,7514,20
7721,7514,14
7724,7514,8
7726,7514,4
7727,7514,20
7728,7514,22
7729,7514,2
7733,7514,4
7734,7514,6
7735,7514,10
7736,7514,32
7738,7514,4
7742,7514,8
7743,7514,2
7744,7514,2
7745,7514,12
7748,7514,4
7749,11,6
7751,11,178
7752,11,170
7754,11,36
7755,11,66
7757,11,306
7758,11,398
7760,11,76
7762,11,26
7763,11,26
7764,11,64
7765,11,24
7766,11,118
7766,7955,2
7767,11,4
7768,11,156
7769,11,82
7770,11,4
7771,11,6
7772,11,3
7773,11,42
7775,11,18
7776,11,4
7777,11,40
7778,11,14
7779,11,8
7780,11,4
7781,11,4
7782,11,2
7783,11,24
7785,11,2
7786,11,1578
7786,45186,2
7788,11,10
7789,11,20
7791,11,74
7792,11,6
7793,11,2
7794,11,10
7795,11,128
7796,11,42
7797,11,21
7798,11,60
7799,11,30
7801,11,6
7802,11,584
7803,11,8
7804,11,8
7805,11,110
7806,8,14
7806,11,104
7806,16,4
7806,22,12
7806,24,114
7806,27,2
7806,31,6
7806,36,5
7806,50,12
7806,54,249
7806,58,8
7806,59,16
7806,133,12
7806,1797,24
7806,1856,42
7806,1896,30
7806,1956,30
7806,2011,8
7806,2012,20
7806,2020,34
7806,2025,68
7806,2026,12
7806,2053,19
7806,4786,51
7806,7955,366
7806,7974,2
7806,7982,10
7806,7996,6
7806,8025,30
7806,8080,21
7806,8083,6
7806,8086,68
7806,8087,50
7806,8088,6
7806,8089,6
7806,8091,26
7806,8092,10
7806,8093,36
7806,8094,6
7806,8096,8
7806,8097,20
7806,8098,12
7806,8099,12
7806,8101,2
7806,8102,100
7806,8104,8
7806,8105,10
7806,8106,6
7806,8107,4
7806,8108,8
7806,8109,34
7806,8110,22
7806,8111,4
7806,8112,24
7806,8113,6
7806,8114,4
7806,8115,4
7806,8116,6
7806,8117,20
7806,8118,4
7806,8119,22
7806,8120,10
7806,8121,36
7806,8123,4
7806,8124,6
7806,8125,6
7806,8126,6
7806,8127,6
7806,8128,12
7806,8129,8
7806,8130,6
7806,8131,6
7806,8132,4
7806,8133,4
7806,8134,10
7806,8136,6
7806,8137,4
7806,8139,2
7806,8140,2
7806,8141,29
7806,8145,4
7806,8159,4
7806,35159,2
7806,35160,2
7806,35161,2
7806,35162,2
7806,35163,2
7806,37677,4
7806,39853,4
7806,43302,3
7806,44647,2
7806,44648,4
7806,44649,2
7806,44651,2
7806,44652,4
7806,44653,2
7806,44654,4
7806,44655,46
7806,44656,6
7806,44657,9
7806,44658,4
7806,44659,10
7806,44660,2
7806,44661,4
7806,44662,9
7806,44663,4
7806,44664,3
7806,44665,24
7806,44666,21
7806,44667,4
7806,44668,18
7806,44670,4
7806,44671,2
7806,44672,2
7806,44674,3
7806,44675,3
7806,44676,3
7806,44677,2
7806,44680,2
7806,45010,2
7806,45592,2
7806,52841,8
7806,52842,1
7807,11,193
7808,11,252
7809,11,10
7810,11,72
7811,11,330
7811,18,15
7811,1896,2
7811,1898,2
7811,1956,8
7811,2040,4
7811,2054,2
7811,4786,3
7811,7656,100
7811,7753,8
7811,7996,10
7811,8088,2
7811,8154,12
7811,43302,6
7811,43850,46
7811,44645,64
7811,44646,6
7813,11,8
7814,11,14
7815,11,216
7816,11,26
7822,11,18
7823,11,4
7824,11,6
7825,11,6
7826,11,18
7827,11,22
7828,11,36
7829,11,4
7830,11,8
7831,11,10
7832,11,4
7835,11,8
7836,11,13
7837,11,2
7838,11,6
7839,11,28
7840,11,8
7841,11,12
7842,11,8
7843,11,4
7844,11,6
7845,11,6
7846,11,6
7847,11,4
7848,11,6
7849,11,4
7850,11,2
7851,11,48
7852,11,20
7853,11,30
7854,11,4
7855,11,4
7856,11,6
7857,11,4
7858,11,4
7859,11,4
7862,11,2
7863,11,2
7864,11,8
7865,11,4
7866,11,4
7867,11,20
7869,11,4
7870,11,4
7871,11,6
7872,11,21
7872,33384,4
7874,11,6
7875,11,20
7877,11,14
7878,11,4
7879,11,2
7880,11,40
7881,11,478
7881,7656,35
7885,11,2
7886,11,2
7887,11,2
7888,11,6
7889,11,10
7890,11,2
7893,11,111
7894,11,6
7895,11,2
7896,11,10
7896,228,1
7897,11,2
7898,11,8
7898,7656,39
7898,33384,8
7899,11,8
7902,7656,28
7903,11,5
7905,11,12
7906,11,6
7908,11,6
7912,11,4
7919,11,8
7921,11,2
7922,11,124
7924,11,4
7925,11,8
7926,11,384
7928,11,68
7930,11,12
7932,11,8
7934,11,6
7935,11,12
7936,11,18
7940,11,6
7942,11,2
7947,11,6
7950,11,12
7951,11,4
7952,2073,20
7952,7953,20
7953,2073,12
7954,16,11
7954,18,4
7954,24,30
7954,54,295
7954,1956,13
7954,2025,41
7954,2045,10
7954,2053,45
7954,7955,513
7954,8091,28
7954,8155,9
7954,35151,33
7954,35164,8
7954,45581,42
7955,1797,58
7955,1856,4
7955,1898,6
7955,7806,434
7955,7954,350
7955,7974,106
7955,8028,370
7955,8029,32
7955,8030,2
7955,8031,370
7955,8032,8
7955,8033,68
7955,8034,136
7955,8035,172
7955,8036,211
7955,8037,20
7955,8038,293
7955,8039,119
7955,8040,328
7955,8041,12
7955,8042,296
7955,8043,40
7955,8044,36
7955,8045,76
7955,8047,54
7955,8048,86
7955,8051,2
7955,8054,36
7955,8055,116
7955,8057,118
7955,8058,14
7955,8059,8
7955,8060,8
7955,8061,4
7955,8063,62
7955,8064,2
7955,8065,54
7955,8066,15
7955,8069,15
7955,8070,140
7955,8072,54
7955,8073,4
7955,8074,22
7955,8075,8
7955,8076,16
7955,8078,2
7955,8079,8
7955,8080,26
7955,8171,4
7955,33561,1
7955,35154,1
7955,45585,2
7955,52856,7
7956,2053,120
7956,8155,4
7957,2053,22
7957,8155,1
7958,2053,76
7959,2053,8
7960,2053,60
7960,8155,10
7961,2053,8
7962,2053,34
7962,8155,3
7964,2053,34
7965,2053,8
7966,8155,1
7967,2053,4
7968,1954,2
7968,1955,6
7968,2037,2
7968,2040,2
7968,2053,2
7968,8270,2
7968,9044,4
7968,33384,2
7968,34718,2
7969,1773,4
7969,1955,4
7969,2040,2
7969,2053,4
7969,9044,6
7969,34705,2
7969,34715,4
7969,34718,2
7969,43752,2
7970,2053,8
7971,2053,10
7971,8155,1
7972,2053,70
7972,8155,11
7973,2053,3
7973,8155,1
7974,2040,52
7974,2053,50
7974,2073,24
7974,2086,2
7974,7955,92
7974,7980,16
7974,7996,4
7974,8003,18
7974,8099,2
7974,8144,10
7974,8145,6
7974,8146,8
7974,8147,16
7974,8148,7
7974,8151,16
7974,8155,8
7974,35153,4
7974,43319,34
7974,44524,12
7974,44562,4
7975,2053,10
7975,8155,1
7976,2053,4
7977,2053,24
7978,2040,2
7978,2053,4
7978,34705,2
7978,43752,2
7979,2053,4
7980,2073,24
7980,8176,2
7980,43340,2
7980,43341,2
7981,2073,128
7982,2071,6
7982,2073,34
7982,8171,22
7982,34620,15
7982,34621,10
7982,34622,1
7982,34623,1
7982,34624,2
7982,45283,3
7982,45293,3
7982,45310,1
7982,45311,182
7982,45312,9
7982,45313,9
7982,45315,37
7982,45316,34
7982,45317,121
7982,45318,6
7982,45319,15
7982,45320,7
7982,45321,8
7982,45324,8
7982,45325,7
7982,45326,2
7982,45327,1
7982,45328,1
7982,45329,1
7982,45330,1
7983,2073,24
7986,2073,8
7987,2073,4
7989,8172,8
7991,2073,16
7992,2073,12
7996,2073,4
7996,7656,182
7996,7811,4
7996,8080,15
7996,33384,20
7997,2073,24
7998,2073,4
7999,2073,8
8000,2073,4
8002,2073,4
8003,7974,6
8003,8080,7
8004,2073,12
8004,8006,2
8004,8007,28
8004,8008,4
8004,8009,2
8004,8010,2
8004,8011,2
8004,8013,4
8004,8014,2
8004,8015,4
8004,8016,10
8004,8017,2
8004,8019,2
8004,8020,6
8004,8021,11
8004,18954,1
8005,7974,28
8005,8080,89
8005,35156,8
8005,35157,15
8005,35158,1
8005,45585,2
8007,8004,2
8008,8004,14
8012,8004,2
8014,8004,2
8015,8004,6
8018,8004,4
8019,8004,2
8020,8004,4
8022,7656,6
8022,8004,2
8023,8004,2
8024,8004,2
8025,7806,30
8025,8004,2
8026,8004,2
8026,8171,10
8027,8004,2
8029,7955,36
8031,7955,606
8032,7955,16
8033,7955,66
8034,7955,98
8035,7955,62
8036,7955,204
8037,7955,22
8038,7955,172
8039,7955,101
8040,7955,376
8041,7955,32
8042,24,146
8042,1773,5
8042,1788,8
8042,1856,28
8042,1953,228
8042,1954,22
8042,2026,32
8042,2030,38
8042,2049,74
8042,2053,88
8042,2072,4
8042,7955,348
8042,8091,36
8042,8096,14
8042,8119,6
8042,8171,106
8042,8173,8
8042,8539,8
8042,9044,10
8042,35433,30
8042,35435,112
8042,35630,212
8042,35631,72
8042,35633,6
8042,35635,12
8042,35636,24
8042,43302,2
8042,43849,50
8042,43850,4
8042,43852,2
8042,46499,6
8042,46500,4
8042,52573,2
8043,7955,22
8044,7955,64
8045,7955,16
8046,7955,4
8047,7955,44
8048,7955,56
8049,7955,2
8050,7955,4
8052,68,13
8052,4839,23
8052,7955,3
8052,8229,6
8052,8270,5
8052,9389,1
8052,33384,6
8052,43752,9
8052,46622,4
8053,7955,30
8054,7955,20
8055,7955,132
8056,7955,2
8057,7955,120
8058,7955,24
8059,7955,4
8061,7955,4
8062,7955,2
8063,7955,98
8065,7955,48
8067,7955,2
8068,7955,3
8069,11,62
8069,7955,92
8070,7955,30
8071,7955,2
8071,8270,10
8071,8520,2
8071,46622,2
8072,7955,46
8074,7955,20
8075,7955,14
8076,7955,18
8077,7955,3
8079,7955,4
8080,16,1
8080,228,1
8080,2040,8
8080,2053,21
8080,2054,2
8080,7806,7
8080,7954,3
8080,7955,72
8080,7996,3
8080,8003,26
8080,8004,3
8080,8005,11
8080,8096,26
8080,8146,9
8080,8148,3
8080,33399,1
8080,35153,5
8080,39850,3
8080,39851,2
8080,39852,3
8080,39853,3
8080,43302,4
8080,45581,10
8081,7955,6
8082,7955,2
8085,7806,6
8087,7806,30
8090,11,36
8090,7806,12
8091,7806,36
8091,7954,15
8091,8042,34
8093,7806,10
8095,7806,6
8096,18,27
8096,8042,21
8096,8080,40
8096,8173,3
8096,34458,13
8096,43418,2
8102,7806,40
8103,7806,6
8105,7806,6
8109,7806,7
8110,7806,50
8111,7806,6
8112,7806,33
8120,7806,12
8121,7806,20
8125,2045,2
8125,8042,2
8125,8153,1
8125,34713,5
8125,45586,1
8125,45587,2
8125,45588,2
8135,7806,4
8138,7806,4
8141,7806,22
8142,7974,7
8143,7974,4
8146,7974,4
8146,8080,1
8147,7974,8
8148,1,112
8148,7656,73
8148,7954,1
8149,7974,6
8150,7974,16
8152,7974,12
8153,7656,62
8153,8172,38
8154,7656,3
8154,33384,10
8156,7656,7
8157,11,6
8157,7656,3
8157,33384,102
8159,8080,1
8159,33384,4
8162,7656,47
8163,7656,7
8165,11,46
8165,7656,136
8166,7656,7
8168,7656,21
8170,7656,28
8171,11,134
8171,16,4
8171,18,20
8171,1773,4
8171,1856,2
8171,1896,2
8171,1953,214
8171,1956,14
8171,2020,4
8171,2030,38
8171,2040,14
8171,2045,42
8171,2049,14
8171,2053,25
8171,2072,320
8171,2073,16
8171,7955,4
8171,7980,8
8171,7982,20
8171,7994,6
8171,8026,16
8171,8042,166
8171,8096,3
8171,8150,2
8171,8172,158
8171,8173,22
8171,8180,11
8171,8183,22
8171,8184,2
8171,8186,6
8171,34454,8
8171,34508,2
8171,34511,4
8171,34513,26
8171,34526,18
8171,34572,4
8171,34631,1
8171,34660,30
8171,34666,64
8171,34841,6
8171,35151,138
8171,35426,80
8171,35427,2
8171,35428,2
8171,35429,2
8171,35430,2
8171,35431,2
8171,35432,6
8171,35433,4
8171,35434,4
8171,35435,2
8171,35608,28
8171,35631,2
8171,35632,20
8171,35635,44
8171,35654,1
8171,43334,2
8171,43925,6
8171,43926,18
8171,43928,2
8171,43929,2
8171,43930,2
8171,43931,2
8171,43932,14
8171,43933,12
8171,43934,2
8171,43935,16
8171,43936,16
8171,43937,36
8171,43941,2
8171,43942,3
8171,43943,14
8171,43945,18
8171,43946,17
8171,43947,4
8171,43948,2
8171,43949,4
8171,43950,4
8172,114,4
8172,117,8
8172,1950,10
8172,1953,6
8172,7980,4
8172,7989,2
8172,8171,148
8172,8174,54
8172,8175,49
8172,8176,10
8172,8178,4
8172,8180,12
8172,8182,6
8172,8184,4
8172,8185,4
8172,8186,6
8172,8188,4
8172,8197,9
8173,8042,10
8173,8171,8
8173,8172,18
8173,43683,8
8176,8172,84
8177,8172,18
8179,8172,12
8180,8171,32
8180,8172,26
8180,34508,8
8182,8172,4
8183,2030,38
8183,8153,8
8183,8171,14
8183,8172,22
8184,34508,8
8187,8172,24
8187,8174,2
8189,8172,7
8190,8172,4
8191,8172,4
8192,8172,4
8193,8172,24
8193,8174,6
8194,8172,8
8195,8172,6
8196,8172,6
8197,8172,8
8198,8172,6
8199,1765,190
8200,1765,2
8202,1765,280
8202,46113,4
8204,1765,609
8205,1765,4
8206,1765,54
8207,1765,6
8208,1765,4
8209,1765,24
8210,1765,8
8211,1765,2
8212,1765,13
8213,1765,80
8215,1765,2
8216,1765,10
8217,1765,4
8218,1765,2
8219,1765,9
8220,1765,2
8222,1765,8
8223,1765,17
8224,1773,11
8224,8201,2
8224,8270,12
8226,1765,82
8227,1765,10
8228,1765,2
8229,1765,4
8229,1772,10
8229,1786,8
8229,1914,2
8229,1929,2
8229,8229,2
8229,43287,2
8229,46617,80
8229,46618,2
8229,46621,14
8229,46622,354
8229,46623,2
8229,46624,50
8229,46625,2
8229,46627,2
8229,46628,6
8229,46630,4
8229,46632,10
8229,46633,10
8229,46637,8
8229,46638,4
8229,46639,2
8229,46643,2
8229,46644,2
8229,46648,2
8229,46650,10
8229,46653,2
8229,46659,2
8229,46665,2
8229,46666,2
8229,46667,2
8229,46676,2
8229,46677,6
8229,46680,6
8229,46681,6
8229,46685,2
8229,46691,2
8229,46697,2
8229,46698,2
8229,46700,2
8229,46701,8
8229,46706,4
8229,46707,2
8229,46712,2
8229,46714,2
8229,46715,2
8229,46719,2
8229,46723,2
8229,46724,2
8229,46726,4
8229,46731,4
8229,46732,2
8229,46733,6
8229,46735,2
8231,1765,2
8232,1765,2
8233,1765,14
8236,1765,6
8237,1765,14
8238,1765,4
8239,1765,14
8240,1765,6
8241,1765,2
8249,1765,2
8250,1765,10
8251,1765,4
8253,1765,4
8254,1766,2
8255,1765,4
8267,1765,2
8269,1765,16
8270,117,6
8270,119,10
8270,1765,756
8270,1767,107
8270,1768,50
8270,1773,2702
8270,1775,302
8270,1776,193
8270,1786,182
8270,1796,12
8270,1800,58
8270,1807,72
8270,1808,16
8270,1810,78
8270,1821,3
8270,1822,22
8270,1825,20
8270,1828,82
8270,1831,126
8270,1845,8
8270,1848,81
8270,1850,4
8270,1854,96
8270,1871,44
8270,1886,203
8270,1912,16
8270,1914,4
8270,1916,18
8270,1932,316
8270,1934,212
8270,1936,462
8270,1937,36
8270,2093,20
8270,4689,8
8270,4700,4
8270,4710,4
8270,4735,4
8270,4740,28
8270,4741,4
8270,4767,2
8270,6681,2
8270,8200,5
8270,8201,511
8270,8224,12
8270,8230,24
8270,8266,6
8270,8285,4
8270,8289,12
8270,8374,4
8270,8696,18
8270,8703,40
8270,8781,2
8270,8784,2
8270,8803,2
8270,8814,2
8270,8908,2
8270,8911,2
8270,9018,2
8270,9027,2
8270,9037,6
8270,9038,1048
8270,9039,84
8270,9040,246
8270,9041,2
8270,9042,4
8270,9043,4
8270,9044,5
8270,9045,2
8270,9046,14
8270,9047,3
8270,9049,54
8270,9051,6
8270,9052,2
8270,9053,42
8270,9055,2
8270,9056,2
8270,9057,2
8270,9058,16
8270,9059,2
8270,9060,2
8270,9061,4
8270,9062,2
8270,9063,2
8270,9064,6
8270,9065,24
8270,9066,26
8270,9067,38
8270,9068,11
8270,9069,2
8270,9070,2
8270,9071,24
8270,9072,12
8270,9073,4
8270,9074,4
8270,9075,2
8270,9076,2
8270,9077,4
8270,9078,6
8270,9079,2
8270,9080,4
8270,9081,6
8270,9082,14
8270,9083,8
8270,9084,10
8270,9085,2
8270,9086,2
8270,9087,2
8270,9088,2
8270,9089,2
8270,9090,4
8270,9092,6
8270,9093,2
8270,9094,2
8270,9095,9
8270,9096,4
8270,9097,6
8270,9098,6
8270,9099,2
8270,9100,2
8270,9101,12
8270,9103,12
8270,9104,12
8270,9105,14
8270,9106,2
8270,9107,36
8270,9109,108
8270,9110,6
8270,9111,12
8270,9112,8
8270,9113,1
8270,9114,2
8270,9115,2
8270,9116,4
8270,9117,5
8270,9118,48
8270,9119,2
8270,9120,2
8270,9121,6
8270,9122,3
8270,9123,4
8270,9124,4
8270,9125,8
