timestamp,event_type,n_1a,n_1b,n_2,n_5,n_6,n_1_comune,n_2_comune,u1,u2,u3
3562948,3,0,125,46,0,0,2,43,46,30,46
3562983,4,0,125,46,0,0,2,43,36,16,36
3563125,4,0,125,46,0,0,2,43,37,44,37
3563294,3,0,124,46,0,0,2,43,45,13,45
3563523,3,0,123,47,0,0,2,43,16,36,16
3563691,1,0,123,47,0,0,2,43,20,35,20
3563883,1,0,122,47,0,0,2,43,26,33,26
3564227,1,0,123,48,0,0,2,43,23,33,23
3564476,3,0,122,48,0,0,2,43,45,25,45
3564497,1,0,122,48,0,0,2,43,26,33,26
3564552,4,0,122,48,0,0,2,43,30,44,30
3564982,3,0,119,47,0,0,2,43,42,27,42
3565147,3,0,119,47,0,0,2,43,45,25,45
3565254,2,0,119,47,0,0,2,43,44,37,12
3565254,3,0,119,47,0,0,2,43,44,37,44
3565356,4,0,118,47,0,0,2,43,40,17,40
3566793,4,0,121,47,0,0,1,43,38,42,38
3567165,4,0,122,47,0,0,1,43,37,44,37
3567520,4,0,122,47,0,0,1,43,40,17,40
3567554,2,0,122,47,0,0,1,43,46,38,11
3567554,2,0,122,47,0,0,1,43,46,38,14
3568580,1,0,125,47,0,0,1,43,23,33,23
3568884,1,0,125,47,0,0,1,43,23,33,23
3568908,4,0,125,47,0,0,1,43,40,17,40
3569083,1,0,127,47,0,0,1,43,20,35,20
3569542,1,0,128,47,0,0,1,43,23,33,23
3569723,4,0,128,47,0,0,1,43,37,45,37
3569739,3,0,128,47,0,0,1,43,47,23,47
3569739,1,0,128,47,0,0,1,43,23,33,23
3570032,1,0,128,48,0,0,1,43,23,33,23
3570127,3,0,128,47,0,0,1,43,45,37,45
3570327,4,0,128,48,0,0,2,43,30,46,30
3570340,4,0,128,48,0,0,2,43,37,45,37
3570468,3,0,128,48,0,0,1,44,42,27,42
3570618,3,0,127,48,0,0,1,44,45,40,45
3570687,3,0,127,48,0,0,1,44,46,30,46
3570911,3,0,127,49,0,0,1,44,45,37,45
3571148,4,0,127,49,0,0,1,44,36,16,36
3571241,3,0,127,49,0,0,1,44,46,38,46
3571241,2,0,127,49,0,0,1,44,46,38,11
3571315,4,0,127,49,0,0,1,44,30,46,30
3571326,4,0,127,49,0,0,1,44,40,17,40
3571352,3,0,127,49,0,0,1,44,46,30,46
3571429,4,0,127,49,0,0,1,44,40,46,40
3571587,4,0,127,49,0,0,1,44,38,42,38
3571822,4,0,126,49,0,0,1,44,36,8,36
3572955,3,0,125,51,0,0,1,44,46,40,46
3572973,4,0,125,51,0,0,1,44,40,6,40
3573043,3,0,125,52,0,0,1,44,42,37,42
3573236,3,0,124,52,0,0,1,44,45,30,45
3573393,4,0,124,52,0,0,1,44,30,45,30
3573923,2,0,123,52,0,0,1,44,44,37,12
3573923,3,0,123,52,0,0,1,44,44,37,44
3574118,4,0,122,54,0,0,1,44,37,44,37
3574201,4,0,122,54,0,0,1,44,36,45,36
3574344,4,0,122,54,0,0,1,44,32,46,32
3574448,4,0,122,54,0,0,1,44,41,47,41
3574574,4,0,122,54,0,0,1,44,38,42,38
3574700,1,0,122,54,0,0,1,44,4,28,4
3574904,3,0,121,54,0,0,1,44,42,38,42
3574937,3,0,121,54,0,0,1,44,47,37,47
3575352,1,0,121,54,0,0,1,44,4,28,4
3576105,3,0,122,56,0,0,1,44,44,32,44
3576501,3,0,121,56,0,0,1,44,47,23,47
3576649,4,0,120,56,0,0,1,44,29,44,29
3576688,4,0,120,56,0,0,1,44,32,44,32
3577050,4,0,119,55,0,0,1,44,36,16,36
3577279,3,0,119,55,0,0,1,44,44,29,44
3577477,4,0,119,55,0,0,1,44,29,44,29
3577490,3,0,119,55,0,0,1,44,44,32,44
3577636,4,0,118,55,0,0,1,44,36,8,36
3577780,3,0,118,55,0,0,1,44,44,29,44
3577820,3,0,118,55,0,0,1,44,8,36,8
3577858,4,0,118,55,0,0,1,44,37,44,37
3577869,3,0,118,55,0,0,1,44,16,36,16
3577916,4,0,118,55,0,0,1,44,36,8,36
3578206,4,0,118,55,0,0,1,44,36,16,36
3578322,4,0,118,55,0,0,1,44,41,42,41
3578388,4,0,118,55,0,0,1,44,32,44,32
3578482,3,0,118,53,0,0,1,44,42,41,42
3578567,3,0,118,53,0,0,1,44,16,36,16
3578587,4,0,118,53,0,0,1,44,29,44,29
3578742,4,0,120,53,0,0,1,44,36,16,36
3578786,3,0,120,53,0,0,1,44,16,36,16
3578806,3,0,120,53,0,0,1,44,8,36,8
3578970,2,0,120,54,0,0,1,44,44,37,12
3579019,3,0,120,54,0,0,1,44,47,41,47
3579160,3,0,120,54,0,0,1,44,44,32,44
3579977,1,0,122,54,0,0,1,44,32,37,32
3580087,3,0,123,54,0,0,1,44,45,18,45
3580184,1,0,123,54,0,0,1,44,3,35,3
3581058,3,0,121,54,0,0,1,44,45,28,45
3581198,3,0,121,54,0,0,1,44,45,18,45
3581209,3,0,121,54,0,0,1,44,44,12,44
3581230,1,0,121,54,0,0,1,44,3,35,3
3581258,4,0,121,54,0,0,1,44,27,47,27
3581636,4,0,119,54,0,0,1,44,40,43,40
3581710,3,0,119,54,0,0,1,44,44,12,44
3581973,3,0,119,53,0,0,1,44,46,32,46
3582016,3,0,119,53,0,0,1,44,47,27,47
3582221,3,0,119,53,0,0,1,44,44,41,44
3582221,2,0,119,53,0,0,1,44,44,41,15
3582272,3,0,119,53,0,0,1,44,43,40,43
3582711,4,0,119,54,0,0,1,44,39,46,39
3582745,4,0,119,54,0,0,1,44,32,46,32
3582766,4,0,119,54,0,0,1,44,40,43,40
3582805,3,0,119,54,0,0,1,44,42,21,42
3582809,1,0,119,54,0,0,1,44,23,34,23
3582848,3,0,119,54,0,0,1,44,46,32,46
3583190,4,0,119,55,0,0,1,44,32,46,32
3583247,1,0,119,55,0,0,1,44,23,34,23
3583259,3,0,119,55,0,0,1,44,42,21,42
3583536,1,0,119,56,0,0,0,45,23,34,23
3583595,3,0,119,56,0,0,0,45,43,40,43
3583771,3,0,119,56,0,0,0,45,46,32,46
3583991,4,0,119,56,0,0,0,45,32,46,32
3584013,3,0,119,56,0,0,0,45,46,39,46
3584013,2,0,119,56,0,0,0,45,46,39,13
3584246,4,0,119,57,0,0,0,45,39,46,39
3584344,3,0,119,57,0,0,0,45,46,39,46
3584344,2,0,119,57,0,0,0,45,46,39,13
3584458,4,0,119,57,0,0,0,45,39,46,39
3584895,3,0,120,57,0,0,0,45,46,39,46
3584895,2,0,120,57,0,0,0,45,46,39,13
3585549,4,0,119,56,0,0,0,45,39,46,39
3585715,4,0,119,56,0,0,0,45,31,45,31
3585862,4,0,119,57,0,0,0,45,41,44,41
3585915,3,0,119,57,0,0,0,45,42,29,42
3585998,4,0,119,57,0,0,0,45,40,43,40
3586241,1,0,119,57,0,0,0,45,20,33,20
3586275,1,0,119,57,0,0,0,45,32,37,32
3586600,1,0,118,57,0,0,0,45,32,37,32
3587344,3,0,120,57,0,0,0,45,42,29,42
3587940,4,0,123,57,0,0,0,45,27,47,27
3588262,3,0,123,58,0,0,0,45,46,30,46
3588557,4,0,122,58,0,0,0,45,39,42,39
3588708,3,0,122,58,0,0,0,45,42,39,42
3588901,4,0,122,57,0,0,0,45,30,46,30
3589299,3,0,123,57,0,0,0,45,42,40,42
3589357,3,0,123,57,0,0,0,45,45,31,45
3589460,4,0,123,57,0,0,0,45,39,42,39
3589637,3,0,123,58,0,0,0,45,47,13,47
3589714,3,0,123,58,0,0,0,45,46,39,46
3589714,2,0,123,58,0,0,0,45,46,39,13
3589730,3,0,123,58,0,0,0,45,42,39,42
3589737,3,0,123,58,0,0,0,45,46,30,46
3589876,4,0,123,58,0,0,0,45,31,45,31
3589879,4,0,123,58,0,0,0,45,30,46,30
3590174,4,0,124,57,0,0,0,45,39,46,39
3590573,1,0,125,57,0,0,0,45,20,33,20
3590680,3,0,125,57,0,0,0,45,45,31,45
3590841,4,0,127,57,0,0,0,45,41,44,41
3590851,3,0,127,57,0,0,0,45,46,39,46
3590851,2,0,127,57,0,0,0,45,46,39,13
3590876,4,0,127,57,0,0,0,45,39,46,39
3590931,4,0,127,57,0,0,0,45,40,43,40
3591044,4,0,127,57,0,0,0,45,31,45,31
3591226,3,0,127,57,0,0,0,45,46,39,46
3591226,2,0,127,57,0,0,0,45,46,39,13
3591282,3,0,127,57,0,0,0,45,45,31,45
3591526,3,0,129,57,0,0,0,45,46,27,46
3591730,4,0,129,57,0,0,0,45,39,42,39
3591751,4,0,129,57,0,0,0,45,27,46,27
3591801,4,0,129,57,0,0,0,45,39,46,39
3591869,4,0,129,57,0,0,0,45,39,46,39
3592109,4,0,129,57,0,0,0,45,31,45,31
3592122,3,0,129,57,0,0,0,45,46,27,46
3592127,3,0,129,57,0,0,0,45,42,39,42
3592227,1,0,129,57,0,0,0,45,19,35,19
3592271,2,0,129,57,0,0,0,45,46,39,13
3592298,4,0,129,57,0,0,0,45,27,46,27
3592315,1,0,129,57,0,0,0,45,20,33,20
3592323,3,0,129,57,0,0,0,45,46,38,46
3592323,2,0,129,57,0,0,0,45,46,38,11
3592370,1,0,129,57,0,0,0,45,20,33,20
3592695,1,0,129,57,0,0,0,45,30,39,30
3592893,3,0,129,57,0,0,0,45,46,27,46
3592953,4,0,129,57,0,0,0,45,39,42,39
3593034,4,0,129,57,0,0,0,45,27,46,27
3593203,4,0,129,57,0,0,0,45,40,46,40
3593263,3,0,129,57,0,0,0,45,42,39,42
3593396,3,0,127,57,0,0,0,45,43,12,43
3593417,4,0,127,57,0,0,0,45,31,45,31
3593501,3,0,128,57,0,0,0,45,45,31,45
3593623,1,0,128,57,0,0,0,45,37,12,37
3593724,3,0,128,57,0,0,0,45,46,40,46
3593770,1,0,128,57,0,0,0,45,23,33,23
3593861,3,0,127,57,0,0,0,45,45,11,45
3593971,4,0,127,57,0,0,0,45,41,43,41
3594047,3,0,127,57,0,0,0,45,44,41,44
3594362,4,0,127,57,0,0,0,45,31,45,31
3594634,4,0,126,56,0,0,0,45,39,42,39
3595113,3,0,127,57,0,0,0,45,45,31,45
3595166,3,0,127,57,0,0,0,45,42,37,42
3595595,4,0,127,57,0,0,0,45,36,16,36
3595706,4,0,127,57,0,0,0,45,41,44,41
3595980,1,0,126,57,0,0,0,45,19,35,19
3596422,3,0,126,57,0,0,0,45,16,36,16
3596424,3,0,126,57,0,0,0,45,43,41,43
3596517,4,0,126,57,0,0,0,45,37,42,37
3596567,4,0,126,57,0,0,0,45,36,16,36
3596607,2,0,126,57,0,0,0,45,42,12,37
3596617,4,0,126,57,0,0,0,45,37,44,37
3596704,1,0,126,57,0,0,0,45,4,22,4
3596719,4,0,126,57,0,0,0,45,38,46,38
3596786,2,0,126,57,0,0,0,45,46,38,14
3596786,3,0,126,57,0,0,0,45,46,38,46
3596786,2,0,126,57,0,0,0,45,46,38,11
3596880,1,0,126,57,0,0,0,45,22,35,22
3596908,3,0,126,57,0,0,0,45,42,37,42
3596946,3,0,126,57,0,0,0,45,45,31,45
3597015,3,0,126,57,0,0,0,45,16,36,16
3597136,1,0,127,57,0,0,0,45,5,34,5
3597226,1,0,128,57,0,0,0,45,20,35,20
3597270,4,0,128,57,0,0,0,45,37,42,37
3597296,4,0,128,57,0,0,0,45,38,46,38
3597352,2,0,128,57,0,0,0,45,46,38,14
3597352,2,0,128,57,0,0,0,45,46,38,11
3597352,3,0,128,57,0,0,0,45,46,38,46
3597385,3,0,128,57,0,0,0,45,43,20,43
3597453,4,0,128,57,0,0,0,45,36,16,36
3597632,1,0,128,57,0,0,0,45,21,35,21
3597758,4,0,128,57,0,0,0,45,38,46,38
3597839,4,0,128,57,0,0,0,45,41,43,41
3597880,4,0,128,57,0,0,0,45,36,16,36
3597917,3,0,128,57,0,0,0,45,43,28,43
3597939,1,0,128,57,0,0,0,45,5,34,5
3597967,4,0,128,57,0,0,0,45,29,44,29
3597983,1,0,128,57,0,0,0,45,38,11,38
3597988,3,0,128,57,0,0,0,45,16,36,16
3598116,3,0,129,57,0,0,0,45,44,29,44
3598142,2,0,129,57,0,0,0,45,46,38,14
3598142,3,0,129,57,0,0,0,45,46,38,46
3598142,2,0,129,57,0,0,0,45,46,38,11
3598343,1,0,129,57,0,0,0,45,1,35,1
3598426,3,0,129,57,0,0,0,45,43,20,43
3598447,1,0,129,57,0,0,0,45,22,35,22
3598593,3,0,129,57,0,0,0,45,44,29,44
3598674,3,0,129,57,0,0,0,45,16,36,16
3598756,1,0,128,57,0,0,0,45,1,35,1
3598803,1,0,128,57,0,0,0,45,30,40,30
3598847,4,0,128,58,0,0,0,45,29,44,29
3598870,1,0,128,57,0,0,0,45,30,40,30
3598955,1,0,128,57,0,0,0,45,37,12,37
3599041,4,0,128,57,0,0,0,45,38,46,38
3599272,1,0,128,56,0,0,0,45,5,34,5
3599406,3,0,128,56,0,0,0,45,43,12,43
3599456,4,0,127,56,0,0,0,45,41,43,41
3599458,1,0,127,56,0,0,0,45,1,35,1
3599473,1,0,127,56,0,0,0,45,38,11,38
3599569,3,0,127,56,0,0,0,45,42,36,42
3599588,3,0,127,56,0,0,0,45,44,29,44
3599697,4,0,128,56,0,0,0,45,36,42,36
3599806,1,0,128,56,0,0,0,45,23,33,23
3599975,1,0,129,57,0,0,0,45,20,35,20
3600252,3,0,130,57,0,0,0,45,43,28,43
3600291,1,0,130,57,0,0,0,45,37,12,37
3600306,4,0,130,57,0,0,0,45,29,44,29
3600520,3,0,130,57,0,0,0,45,42,27,42
3600536,1,0,130,57,0,0,0,45,23,33,23
3600557,3,0,130,57,0,0,0,45,42,36,42
3600588,1,0,130,57,0,0,0,45,18,33,18
3600933,1,0,130,57,0,0,0,45,20,35,20
3600955,4,0,130,57,0,0,0,45,36,47,36
3601075,2,0,130,57,0,0,0,45,44,41,15
3601075,3,0,130,57,0,0,0,45,44,41,44
3601120,4,0,130,57,0,0,0,45,40,45,40
3601143,2,0,129,57,0,0,0,45,46,38,11
3601143,2,0,129,57,0,0,0,45,46,38,14
3601196,4,0,129,57,0,0,0,45,36,42,36
3601343,3,0,129,58,0,0,0,45,45,11,45
3601469,4,0,130,58,0,0,0,45,41,44,41
3601529,1,0,130,58,0,0,0,45,21,35,21
3601905,1,0,130,58,0,0,0,45,18,33,18
3601988,3,0,130,58,0,0,0,45,42,36,42
3602118,3,0,130,58,0,0,0,45,44,41,44
3602118,2,0,130,58,0,0,0,45,44,41,15
3602129,4,0,129,58,0,0,0,45,40,46,40
3602817,3,0,127,58,0,0,0,45,47,36,47
3602858,4,0,127,58,0,0,0,45,41,44,41
3603044,3,0,127,58,0,0,0,45,43,28,43
3603134,4,0,127,58,0,0,0,45,41,43,41
3603213,2,0,127,58,0,0,0,45,44,41,15
3603213,3,0,127,58,0,0,0,45,44,41,44
3603297,1,0,127,58,0,0,0,45,1,19,1
3603641,3,0,127,58,0,0,0,45,43,41,43
3603641,2,0,127,58,0,0,0,45,43,41,15
3603843,2,0,127,58,0,0,1,45,44,41,15
3603843,3,0,127,58,0,0,1,45,44,41,44
3603965,4,0,127,58,0,0,1,45,41,44,41
3604032,1,0,126,58,0,0,1,45,37,12,37
3604080,3,0,126,58,0,0,1,45,42,25,42
3604083,3,0,126,58,0,0,1,45,44,41,44
3604083,2,0,126,58,0,0,1,45,44,41,15
3604103,4,0,126,58,0,0,1,45,41,44,41
3604248,1,0,126,59,0,0,1,45,1,19,1
3604436,4,0,126,59,0,0,1,45,41,44,41
3604464,4,0,126,59,0,0,0,46,41,43,41
3604506,2,0,126,59,0,0,0,46,44,37,12
3604506,3,0,126,59,0,0,0,46,44,37,44
3604524,1,0,126,59,0,0,0,46,37,12,37
3604582,2,0,126,59,0,0,0,46,43,41,15
3604582,3,0,126,59,0,0,0,46,43,41,43
3604753,3,0,126,60,0,0,0,46,42,41,42
3604931,1,0,126,60,0,0,0,46,37,12,37
3605214,1,0,127,60,0,0,0,46,1,19,1
3605373,3,0,126,60,0,0,0,46,45,40,45
3606446,4,0,130,60,0,0,0,46,41,44,41
3606513,2,0,130,60,0,0,0,46,46,38,11
3606983,3,0,129,60,0,0,0,46,43,12,43
3607164,2,0,129,61,0,0,0,46,44,41,15
3607164,3,0,129,61,0,0,0,46,44,41,44
3607303,1,0,129,61,0,0,0,46,31,38,31
3607587,4,0,128,61,0,0,0,46,36,47,36
3607767,1,0,128,61,0,0,0,46,31,38,31
3608247,4,0,129,61,0,0,0,46,38,42,38
3608585,1,0,129,60,0,0,0,46,31,38,31
3608594,1,0,129,60,0,0,0,46,21,33,21
3608898,3,0,129,60,0,0,0,46,43,13,43
3609375,1,0,130,60,0,0,0,46,38,11,38
3609457,3,0,130,60,0,0,0,46,43,13,43
3610020,3,0,131,60,0,0,0,46,45,38,45
3610024,1,0,131,60,0,0,0,46,21,33,21
3610114,4,0,131,60,0,0,0,46,38,45,38
3610115,4,0,131,60,0,0,0,46,36,42,36
3610310,1,0,132,61,0,0,0,46,38,11,38
3610516,3,0,132,61,0,0,0,46,45,38,45
3610680,4,0,132,61,0,0,0,46,38,45,38
3610759,3,0,132,59,0,0,0,46,47,14,47
3610825,4,0,132,59,0,0,0,46,40,6,40
3610889,3,0,132,59,0,0,0,46,45,28,45
3611002,1,0,132,59,0,0,0,46,25,34,25
3611018,1,0,132,59,0,0,0,46,38,11,38
3611294,4,0,132,60,0,0,0,46,39,46,39
3611375,4,0,132,60,0,0,0,46,36,47,36
3611510,3,0,132,60,0,0,0,46,45,38,45
3611520,1,0,132,60,0,0,0,46,25,34,25
3611725,1,0,132,60,0,0,0,46,38,11,38
3611979,3,0,131,60,0,0,0,46,45,27,45
3611985,4,0,131,60,0,0,0,46,32,42,32
3612138,1,0,130,60,0,0,0,46,25,34,25
3612157,4,0,130,61,0,0,0,46,38,45,38
3612191,1,0,130,61,0,0,0,46,38,11,38
3612364,3,0,129,61,0,0,0,46,47,29,47
3612437,4,0,129,62,0,0,0,46,40,6,40
3612483,1,0,129,62,0,0,0,46,2,28,2
3612502,3,0,129,62,0,0,0,46,45,28,45
3612632,1,0,130,62,0,0,0,46,25,34,25
3612971,4,0,128,64,0,0,0,46,38,45,38
3613173,3,0,129,64,0,0,0,46,47,29,47
3613205,3,0,130,64,0,0,0,46,47,14,47
3613205,2,0,130,64,0,0,0,46,47,14,38
3613334,4,0,129,64,0,0,0,46,41,43,41
3613418,4,0,129,64,0,0,0,46,37,47,37
3613421,1,0,129,64,0,0,0,46,2,28,2
3613444,3,0,129,64,0,0,0,46,46,39,46
3613444,2,0,129,64,0,0,0,46,46,39,13
3613462,4,0,129,64,0,0,0,46,40,6,40
3613620,1,0,129,64,0,0,0,46,2,28,2
3613933,2,0,130,65,0,0,0,46,43,41,15
3613933,3,0,130,65,0,0,0,46,43,41,43
3613970,1,0,131,65,0,0,0,46,31,38,31
3614743,1,0,131,65,0,0,1,45,31,38,31
3615058,4,0,131,65,0,0,1,45,40,17,40
3615188,3,0,131,65,0,0,1,45,46,15,46
3615200,3,0,131,65,0,0,1,45,44,14,44
3615204,4,0,131,65,0,0,1,45,40,17,40
3615494,1,0,131,65,0,0,1,45,26,35,26
3615531,4,0,131,65,0,0,1,45,36,45,36
3615550,3,0,131,65,0,0,1,45,47,14,47
3615550,2,0,131,65,0,0,1,45,47,14,38
3616117,4,0,131,66,0,0,1,45,41,44,41
3616125,3,0,131,66,0,0,1,45,44,41,44
3616125,2,0,131,66,0,0,1,45,44,41,15
3616174,2,0,131,66,0,0,1,45,47,14,38
3616174,3,0,131,66,0,0,1,45,47,14,47
3616246,3,0,131,66,0,0,1,45,45,36,45
3616292,4,0,132,66,0,0,1,45,41,44,41
3616394,4,0,132,66,0,0,1,45,36,45,36
3616405,1,0,132,66,0,0,1,45,31,38,31
3616683,3,0,133,66,0,0,1,45,45,36,45
3616851,4,0,133,66,0,0,1,45,38,45,38
3617102,4,0,133,67,0,0,1,45,41,42,41
3617231,2,0,134,66,0,0,1,45,47,14,38
3617251,4,0,134,66,0,0,1,45,36,43,36
3617255,4,0,134,66,0,0,1,45,36,45,36
3617294,3,0,134,66,0,0,1,45,43,41,43
3617294,2,0,134,66,0,0,1,45,43,41,15
3617322,3,0,134,66,0,0,1,45,45,36,45
3617388,4,0,134,66,0,0,1,45,39,46,39
3617844,4,0,134,67,0,0,1,45,41,44,41
3617937,3,0,133,67,0,0,1,45,42,41,42
3618336,3,0,133,67,0,0,1,45,44,32,44
3618590,1,0,132,67,0,0,1,45,2,28,2
3618653,4,0,132,67,0,0,1,45,38,46,38
3618654,4,0,132,67,0,0,1,45,36,43,36
3618831,2,0,132,67,0,0,1,45,46,39,13
3618831,3,0,132,67,0,0,1,45,46,39,46
3619021,4,0,132,67,0,0,1,45,41,44,41
3619181,2,0,132,68,0,0,1,45,44,41,15
3619194,4,0,132,68,0,0,1,45,32,44,32
3619514,4,0,132,69,0,0,1,45,39,46,39
3619628,4,0,132,69,0,0,1,45,32,43,32
3619947,3,0,132,69,0,0,1,45,44,32,44
3619986,3,0,132,69,0,0,1,45,45,27,45
3620108,4,0,132,69,0,0,1,45,32,44,32
3620248,3,0,132,69,0,0,1,45,43,32,43
3620373,4,0,132,69,0,0,1,45,38,45,38
3620376,4,0,132,69,0,0,1,45,32,43,32
3620572,3,0,132,69,0,0,1,45,43,32,43
3620575,3,0,132,69,0,0,1,45,44,32,44
3620602,4,0,132,69,0,0,1,45,32,44,32
3620690,4,0,132,69,0,0,1,45,41,43,41
3620707,4,0,132,69,0,0,1,45,32,43,32
3621277,1,0,132,69,0,0,1,45,24,33,24
3621612,4,0,132,69,0,0,1,45,40,6,40
3621886,1,0,132,69,0,0,1,45,4,21,4
3621898,1,0,132,69,0,0,1,45,24,33,24
3622048,2,0,132,69,0,0,1,45,44,41,15
3622048,3,0,132,69,0,0,1,45,44,41,44
3622173,4,0,132,68,0,0,1,45,40,6,40
3622388,1,0,132,68,0,0,1,45,19,33,19
3622716,1,0,132,68,0,0,1,45,26,34,26
3623255,1,0,132,68,0,0,1,45,4,21,4
3623397,4,0,131,68,0,0,2,44,41,43,41
3624548,4,0,131,69,0,0,1,44,39,46,39
3625388,4,0,131,70,0,0,1,44,38,46,38
3625519,2,0,131,69,0,0,1,44,46,38,11
3625519,2,0,131,69,0,0,1,44,46,38,14
3625519,3,0,131,69,0,0,1,44,46,38,46
3625676,4,0,132,69,0,0,1,44,37,44,37
3625696,4,0,132,69,0,0,1,44,38,46,38
3626285,4,0,131,69,0,0,1,44,39,9,39
3626376,3,0,131,69,0,0,1,44,44,37,44
3626376,2,0,131,69,0,0,1,44,44,37,12
3626591,3,0,130,69,0,0,1,44,46,38,46
3626591,2,0,130,69,0,0,1,44,46,38,11
3626641,1,0,130,69,0,0,1,44,3,18,3
3627288,3,0,130,68,0,0,1,44,46,39,46
3627288,2,0,130,68,0,0,1,44,46,39,13
3627447,4,0,130,69,0,0,1,44,39,9,39
3627697,3,0,130,68,0,0,1,44,9,39,9
3627840,2,0,130,68,0,0,1,44,42,12,37
3627943,4,0,130,68,0,0,1,44,39,9,39
3627971,3,0,130,68,0,0,1,44,47,14,47
3627997,3,0,130,68,0,0,1,44,9,39,9
3628034,1,0,130,68,0,0,1,44,24,33,24
3628241,1,0,132,68,0,0,1,44,38,11,38
3628291,4,0,132,68,0,0,1,44,39,9,39
3628442,4,0,133,68,0,0,1,44,39,9,39
3628531,3,0,133,69,0,0,1,44,9,39,9
3628640,4,0,133,69,0,0,1,44,41,44,41
3628948,3,0,133,69,0,0,1,44,47,37,47
3629054,3,0,133,69,0,0,1,44,43,41,43
3629054,2,0,133,69,0,0,1,44,43,41,15
3629074,4,0,133,69,0,0,1,44,37,47,37
3629556,1,0,132,71,0,0,1,44,38,11,38
3629911,3,0,132,71,0,0,1,44,44,29,44
3629965,1,0,132,71,0,0,1,44,1,21,1
3630096,1,0,132,71,0,0,1,44,24,33,24
3630361,3,0,132,71,0,0,1,44,47,37,47
3630487,3,0,133,71,0,0,1,44,42,39,42
3630509,1,0,133,71,0,0,1,44,4,22,4
3630698,1,0,134,72,0,0,1,44,1,21,1
3630804,4,0,134,72,0,0,1,44,29,44,29
3630831,1,0,134,72,0,0,1,44,37,12,37
3630947,4,0,134,72,0,0,1,44,39,42,39
3630951,3,0,134,72,0,0,1,44,42,38,42
3631064,1,0,134,72,0,0,1,44,26,34,26
3631137,1,0,134,72,0,0,1,44,4,22,4
3631177,2,0,134,72,0,0,1,44,44,41,15
3631381,3,0,135,72,0,0,1,44,42,39,42
3631559,4,0,135,72,0,0,1,44,38,47,38
3631585,1,0,135,72,0,0,1,44,1,21,1
3631644,3,0,136,72,0,0,1,44,47,37,47
3632250,4,0,138,72,0,0,1,44,40,46,40
3632383,1,0,139,72,0,0,1,44,26,34,26
3632775,2,0,139,75,0,0,1,44,42,12,37
3633154,3,0,139,74,0,0,1,44,47,41,47
3633285,1,0,139,74,0,0,1,44,37,12,37
3633691,1,0,139,75,0,0,1,44,21,33,21
3633929,1,0,138,75,0,0,1,44,21,33,21
3633930,1,0,138,75,0,0,1,44,26,34,26
3634158,4,0,138,76,0,0,1,44,38,47,38
3634285,3,0,138,76,0,0,1,44,42,32,42
3634566,1,0,140,75,0,0,1,44,21,33,21
3634607,3,0,140,75,0,0,1,44,45,30,45
3634676,1,0,140,75,0,0,1,44,37,12,37
3634786,4,0,140,75,0,0,1,44,30,45,30
3634916,3,0,140,75,0,0,1,44,47,38,47
3634944,3,0,140,75,0,0,1,44,44,32,44
3635356,4,0,143,75,0,0,1,44,36,42,36
3636434,4,0,143,73,0,0,1,44,41,47,41
3636690,1,0,143,73,0,0,1,44,38,11,38
3637162,4,0,141,73,0,0,1,44,40,46,40
3637465,1,0,142,73,0,0,1,44,38,11,38
3637601,3,0,142,73,0,0,1,44,46,40,46
3637896,1,0,142,73,0,0,1,44,41,15,41
3638113,2,0,142,73,0,0,1,44,44,37,12
3638113,3,0,142,73,0,0,1,44,44,37,44
3638607,4,0,142,73,0,0,1,44,36,8,36
3638890,4,0,143,73,0,0,1,44,37,44,37
3639056,3,0,143,73,0,0,1,44,45,28,45
3640065,3,0,141,71,0,0,1,44,42,32,42
3640230,1,0,140,71,0,0,1,44,24,34,24
3640270,1,0,140,71,0,0,1,44,24,35,24
3640368,1,0,139,71,0,0,2,43,41,15,41
3640421,4,0,139,71,0,0,2,43,32,42,32
3641032,4,0,138,70,0,0,2,43,36,16,36
3641036,4,0,138,70,0,0,2,43,40,10,40
3641236,1,0,137,70,0,0,1,43,24,34,24
3641254,3,0,137,70,0,0,1,43,46,28,46
3641259,3,0,137,70,0,0,1,43,45,28,45
3641445,1,0,137,68,0,0,1,43,24,35,24
3642032,3,0,133,68,0,0,1,43,44,37,44
3642032,2,0,133,68,0,0,1,43,44,37,12
3642202,4,0,132,68,0,0,1,43,37,44,37
3642430,1,0,132,68,0,0,1,43,41,15,41
3642489,1,0,131,68,0,0,1,43,24,34,24
3642522,4,0,131,68,0,0,1,43,39,42,39
3642806,3,0,129,68,0,0,2,43,46,28,46
3642819,1,0,129,68,0,0,2,43,22,33,22
3643048,3,0,128,68,0,0,2,43,44,37,44
3643048,2,0,128,68,0,0,2,43,44,37,12
3643063,1,0,128,68,0,0,2,43,22,33,22
3643202,3,0,128,68,0,0,2,43,42,39,42
3643319,1,0,128,68,0,0,2,43,41,15,41
3643406,4,0,128,68,0,0,2,43,39,42,39
3643439,3,0,128,68,0,0,2,43,45,21,45
3643553,1,0,127,68,0,0,2,43,24,33,24
3643587,4,0,127,68,0,0,2,43,37,44,37
3643994,3,0,127,68,0,0,2,43,42,39,42
3644087,4,0,127,68,0,0,2,43,36,16,36
3644180,3,0,127,68,0,0,2,43,42,12,42
3644197,1,0,127,68,0,0,2,43,41,15,41
3644203,4,0,127,68,0,0,2,43,12,42,12
